pt,symbol_idx,osf_idx,ia,iz,ctle_A,ctle_z,post_channel_raw,post_ctle,desired,bit_error,ctle_cnt,err_acc,ctle_train_done
0,0,0,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
1,0,1,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
2,0,2,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
3,0,3,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
4,0,4,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
5,0,5,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
6,0,6,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
7,0,7,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
8,0,8,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
9,0,9,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
10,0,10,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
11,0,11,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
12,0,12,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
13,0,13,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
14,0,14,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
15,0,15,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
16,1,0,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
17,1,1,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
18,1,2,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
19,1,3,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
20,1,4,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
21,1,5,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
22,1,6,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
23,1,7,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
24,1,8,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
25,1,9,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
26,1,10,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
27,1,11,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
28,1,12,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
29,1,13,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
30,1,14,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
31,1,15,0,0,1.00000000e+00,5.00000000e+10,0.00000000e+00,0.00000000e+00,nan,nan,0,0.00000000e+00,0
32,2,0,0,0,1.00000000e+00,5.00000000e+10,2.61948541e-05,3.51603756e-06,nan,nan,0,0.00000000e+00,0
33,2,1,0,0,1.00000000e+00,5.00000000e+10,5.44989377e-05,1.77871075e-05,nan,nan,0,0.00000000e+00,0
34,2,2,0,0,1.00000000e+00,5.00000000e+10,8.22655115e-05,4.53108070e-05,nan,nan,0,0.00000000e+00,0
35,2,3,0,0,1.00000000e+00,5.00000000e+10,1.06787050e-04,8.15083815e-05,nan,nan,0,0.00000000e+00,0
36,2,4,0,0,1.00000000e+00,5.00000000e+10,1.25555645e-04,1.19336851e-04,nan,nan,0,0.00000000e+00,0
37,2,5,0,0,1.00000000e+00,5.00000000e+10,1.36514259e-04,1.52001699e-04,nan,nan,0,0.00000000e+00,0
38,2,6,0,0,1.00000000e+00,5.00000000e+10,1.38274002e-04,1.74230680e-04,nan,nan,0,0.00000000e+00,0
39,2,7,0,0,1.00000000e+00,5.00000000e+10,1.30274987e-04,1.82681299e-04,nan,nan,0,0.00000000e+00,0
40,2,8,0,0,1.00000000e+00,5.00000000e+10,1.12872952e-04,1.75926781e-04,nan,nan,0,0.00000000e+00,0
41,2,9,0,0,1.00000000e+00,5.00000000e+10,8.73404255e-05,1.54281557e-04,nan,nan,0,0.00000000e+00,0
42,2,10,0,0,1.00000000e+00,5.00000000e+10,5.57790762e-05,1.19577700e-04,nan,nan,0,0.00000000e+00,0
43,2,11,0,0,1.00000000e+00,5.00000000e+10,2.09484335e-05,7.49143855e-05,nan,nan,0,0.00000000e+00,0
44,2,12,0,0,1.00000000e+00,5.00000000e+10,-1.39755104e-05,2.43665611e-05,nan,nan,0,0.00000000e+00,0
45,2,13,0,0,1.00000000e+00,5.00000000e+10,-4.56909996e-05,-2.73623108e-05,nan,nan,0,0.00000000e+00,0
46,2,14,0,0,1.00000000e+00,5.00000000e+10,-7.10841324e-05,-7.53432385e-05,nan,nan,0,0.00000000e+00,0
47,2,15,0,0,1.00000000e+00,5.00000000e+10,-8.75358305e-05,-1.14861473e-04,nan,nan,0,0.00000000e+00,0
48,3,0,0,0,1.00000000e+00,5.00000000e+10,-1.19387021e-04,-1.45375239e-04,nan,nan,0,0.00000000e+00,0
49,3,1,0,0,1.00000000e+00,5.00000000e+10,-1.41669470e-04,-1.71126441e-04,nan,nan,0,0.00000000e+00,0
50,3,2,0,0,1.00000000e+00,5.00000000e+10,-1.51944880e-04,-1.92998703e-04,nan,nan,0,0.00000000e+00,0
51,3,3,0,0,1.00000000e+00,5.00000000e+10,-1.48823824e-04,-2.06386677e-04,nan,nan,0,0.00000000e+00,0
52,3,4,0,0,1.00000000e+00,5.00000000e+10,-1.32138250e-04,-2.05868148e-04,nan,nan,0,0.00000000e+00,0
53,3,5,0,0,1.00000000e+00,5.00000000e+10,-1.03003042e-04,-1.87820120e-04,nan,nan,0,0.00000000e+00,0
54,3,6,0,0,1.00000000e+00,5.00000000e+10,-6.37566192e-05,-1.51442556e-04,nan,nan,0,0.00000000e+00,0
55,3,7,0,0,1.00000000e+00,5.00000000e+10,-1.77818190e-05,-9.87809290e-05,nan,nan,0,0.00000000e+00,0
56,3,8,0,0,1.00000000e+00,5.00000000e+10,3.07800454e-05,-3.42248978e-05,nan,nan,0,0.00000000e+00,0
57,3,9,0,0,1.00000000e+00,5.00000000e+10,7.73983138e-05,3.62121451e-05,nan,nan,0,0.00000000e+00,0
58,3,10,0,0,1.00000000e+00,5.00000000e+10,1.17572760e-04,1.05670370e-04,nan,nan,0,0.00000000e+00,0
59,3,11,0,0,1.00000000e+00,5.00000000e+10,1.47265448e-04,1.67202179e-04,nan,nan,0,0.00000000e+00,0
60,3,12,0,0,1.00000000e+00,5.00000000e+10,1.63303540e-04,2.14475356e-04,nan,nan,0,0.00000000e+00,0
61,3,13,0,0,1.00000000e+00,5.00000000e+10,1.63713300e-04,2.42392657e-04,nan,nan,0,0.00000000e+00,0
62,3,14,0,0,1.00000000e+00,5.00000000e+10,1.47950728e-04,2.47596596e-04,nan,nan,0,0.00000000e+00,0
63,3,15,0,0,1.00000000e+00,5.00000000e+10,1.17003063e-04,2.28824845e-04,nan,nan,0,0.00000000e+00,0
64,4,0,0,0,1.00000000e+00,5.00000000e+10,4.71520391e-05,1.83568223e-04,nan,nan,0,0.00000000e+00,0
65,4,1,0,0,1.00000000e+00,5.00000000e+10,-3.37369854e-05,1.07834371e-04,nan,nan,0,0.00000000e+00,0
66,4,2,0,0,1.00000000e+00,5.00000000e+10,-1.18251971e-04,4.37311746e-06,nan,nan,0,0.00000000e+00,0
67,4,3,0,0,1.00000000e+00,5.00000000e+10,-1.98357460e-04,-1.15423937e-04,nan,nan,0,0.00000000e+00,0
68,4,4,0,0,1.00000000e+00,5.00000000e+10,-2.66146220e-04,-2.36734286e-04,nan,nan,0,0.00000000e+00,0
69,4,5,0,0,1.00000000e+00,5.00000000e+10,-3.14605173e-04,-3.44728682e-04,nan,nan,0,0.00000000e+00,0
70,4,6,0,0,1.00000000e+00,5.00000000e+10,-3.38322151e-04,-4.26605248e-04,nan,nan,0,0.00000000e+00,0
71,4,7,0,0,1.00000000e+00,5.00000000e+10,-3.34063213e-04,-4.72734924e-04,nan,nan,0,0.00000000e+00,0
72,4,8,0,0,1.00000000e+00,5.00000000e+10,-3.01160322e-04,-4.77291345e-04,nan,nan,0,0.00000000e+00,0
73,4,9,0,0,1.00000000e+00,5.00000000e+10,-2.41665464e-04,-4.38561135e-04,nan,nan,0,0.00000000e+00,0
74,4,10,0,0,1.00000000e+00,5.00000000e+10,-1.60248338e-04,-3.58994060e-04,nan,nan,0,0.00000000e+00,0
75,4,11,0,0,1.00000000e+00,5.00000000e+10,-6.38387606e-05,-2.44981825e-04,nan,nan,0,0.00000000e+00,0
76,4,12,0,0,1.00000000e+00,5.00000000e+10,3.89603861e-05,-1.06340793e-04,nan,nan,0,0.00000000e+00,0
77,4,13,0,0,1.00000000e+00,5.00000000e+10,1.38640808e-04,4.45031232e-05,nan,nan,0,0.00000000e+00,0
78,4,14,0,0,1.00000000e+00,5.00000000e+10,2.25669136e-04,1.93590180e-04,nan,nan,0,0.00000000e+00,0
79,4,15,0,0,1.00000000e+00,5.00000000e+10,2.91398902e-04,3.26686213e-04,nan,nan,0,0.00000000e+00,0
80,5,0,0,0,1.00000000e+00,5.00000000e+10,3.55122230e-04,4.34133990e-04,nan,nan,0,0.00000000e+00,0
81,5,1,0,0,1.00000000e+00,5.00000000e+10,3.88311921e-04,5.12346232e-04,nan,nan,0,0.00000000e+00,0
82,5,2,0,0,1.00000000e+00,5.00000000e+10,3.86845219e-04,5.56450723e-04,nan,nan,0,0.00000000e+00,0
83,5,3,0,0,1.00000000e+00,5.00000000e+10,3.49740133e-04,5.58773006e-04,nan,nan,0,0.00000000e+00,0
84,5,4,0,0,1.00000000e+00,5.00000000e+10,2.79352102e-04,5.13884004e-04,nan,nan,0,0.00000000e+00,0
85,5,5,0,0,1.00000000e+00,5.00000000e+10,1.81258399e-04,4.21310429e-04,nan,nan,0,0.00000000e+00,0
86,5,6,0,0,1.00000000e+00,5.00000000e+10,6.38311741e-05,2.86354029e-04,nan,nan,0,0.00000000e+00,0
87,5,7,0,0,1.00000000e+00,5.00000000e+10,-6.24700063e-05,1.19621373e-04,nan,nan,0,0.00000000e+00,0
88,5,8,0,0,1.00000000e+00,5.00000000e+10,-1.86027355e-04,-6.42199174e-05,nan,nan,0,0.00000000e+00,0
89,5,9,0,0,1.00000000e+00,5.00000000e+10,-2.95133849e-04,-2.48090027e-04,nan,nan,0,0.00000000e+00,0
90,5,10,0,0,1.00000000e+00,5.00000000e+10,-3.79104022e-04,-4.14305085e-04,nan,nan,0,0.00000000e+00,0
91,5,11,0,0,1.00000000e+00,5.00000000e+10,-4.29321509e-04,-5.46373286e-04,nan,nan,0,0.00000000e+00,0
92,5,12,0,0,1.00000000e+00,5.00000000e+10,-4.40121049e-04,-6.30642785e-04,nan,nan,0,0.00000000e+00,0
93,5,13,0,0,1.00000000e+00,5.00000000e+10,-4.09415384e-04,-6.57680071e-04,nan,nan,0,0.00000000e+00,0
94,5,14,0,0,1.00000000e+00,5.00000000e+10,-3.38999242e-04,-6.23269442e-04,nan,nan,0,0.00000000e+00,0
95,5,15,0,0,1.00000000e+00,5.00000000e+10,-2.34491534e-04,-5.28944085e-04,nan,nan,0,0.00000000e+00,0
96,6,0,0,0,1.00000000e+00,5.00000000e+10,-1.04910455e-04,-3.81990942e-04,nan,nan,0,0.00000000e+00,0
97,6,1,0,0,1.00000000e+00,5.00000000e+10,3.80886758e-05,-1.94913967e-04,nan,nan,0,0.00000000e+00,0
98,6,2,0,0,1.00000000e+00,5.00000000e+10,1.81249719e-04,1.56109426e-05,nan,nan,0,0.00000000e+00,0
99,6,3,0,0,1.00000000e+00,5.00000000e+10,3.10934790e-04,2.30206851e-04,nan,nan,0,0.00000000e+00,0
100,6,4,0,0,1.00000000e+00,5.00000000e+10,4.14414473e-04,4.28566120e-04,nan,nan,0,0.00000000e+00,0
101,6,5,0,0,1.00000000e+00,5.00000000e+10,4.81107418e-04,5.91360476e-04,nan,nan,0,0.00000000e+00,0
102,6,6,0,0,1.00000000e+00,5.00000000e+10,5.03648888e-04,7.02112221e-04,nan,nan,0,0.00000000e+00,0
103,6,7,0,0,1.00000000e+00,5.00000000e+10,4.78680794e-04,7.48846031e-04,nan,nan,0,0.00000000e+00,0
104,6,8,0,0,1.00000000e+00,5.00000000e+10,4.07279503e-04,7.25356364e-04,nan,nan,0,0.00000000e+00,0
105,6,9,0,0,1.00000000e+00,5.00000000e+10,2.94970195e-04,6.31957654e-04,nan,nan,0,0.00000000e+00,0
106,6,10,0,0,1.00000000e+00,5.00000000e+10,1.51314951e-04,4.75630399e-04,nan,nan,0,0.00000000e+00,0
107,6,11,0,0,1.00000000e+00,5.00000000e+10,-1.08975203e-05,2.69532037e-04,nan,nan,0,0.00000000e+00,0
108,6,12,0,0,1.00000000e+00,5.00000000e+10,-1.76793342e-04,3.19018748e-05,nan,nan,0,0.00000000e+00,0
109,6,13,0,0,1.00000000e+00,5.00000000e+10,-3.30785157e-04,-2.15551362e-04,nan,nan,0,0.00000000e+00,0
110,6,14,0,0,1.00000000e+00,5.00000000e+10,-4.58047977e-04,-4.49638314e-04,nan,nan,0,0.00000000e+00,0
111,6,15,0,0,1.00000000e+00,5.00000000e+10,-5.45959634e-04,-6.47872781e-04,nan,nan,0,0.00000000e+00,0
112,7,0,0,0,1.00000000e+00,5.00000000e+10,-5.59170967e-04,-7.87129198e-04,nan,nan,0,0.00000000e+00,0
113,7,1,0,0,1.00000000e+00,5.00000000e+10,-5.17043952e-04,-8.45388982e-04,nan,nan,0,0.00000000e+00,0
114,7,2,0,0,1.00000000e+00,5.00000000e+10,-4.22491887e-04,-8.11743393e-04,nan,nan,0,0.00000000e+00,0
115,7,3,0,0,1.00000000e+00,5.00000000e+10,-2.83570700e-04,-6.89692516e-04,nan,nan,0,0.00000000e+00,0
116,7,4,0,0,1.00000000e+00,5.00000000e+10,-1.12821293e-04,-4.92814249e-04,nan,nan,0,0.00000000e+00,0
117,7,5,0,0,1.00000000e+00,5.00000000e+10,7.38419221e-05,-2.41604607e-04,nan,nan,0,0.00000000e+00,0
118,7,6,0,0,1.00000000e+00,5.00000000e+10,2.58599839e-04,3.89469832e-05,nan,nan,0,0.00000000e+00,0
119,7,7,0,0,1.00000000e+00,5.00000000e+10,4.23420740e-04,3.21526727e-04,nan,nan,0,0.00000000e+00,0
120,7,8,0,0,1.00000000e+00,5.00000000e+10,5.51815991e-04,5.78699507e-04,nan,nan,0,0.00000000e+00,0
121,7,9,0,0,1.00000000e+00,5.00000000e+10,6.30489022e-04,7.85203343e-04,nan,nan,0,0.00000000e+00,0
122,7,10,0,0,1.00000000e+00,5.00000000e+10,6.50713047e-04,9.20213008e-04,nan,nan,0,0.00000000e+00,0
123,7,11,0,0,1.00000000e+00,5.00000000e+10,6.09295009e-04,9.69353186e-04,nan,nan,0,0.00000000e+00,0
124,7,12,0,0,1.00000000e+00,5.00000000e+10,5.09019997e-04,9.26220908e-04,nan,nan,0,0.00000000e+00,0
125,7,13,0,0,1.00000000e+00,5.00000000e+10,3.58518537e-04,7.93213663e-04,nan,nan,0,0.00000000e+00,0
126,7,14,0,0,1.00000000e+00,5.00000000e+10,1.71554464e-04,5.81532221e-04,nan,nan,0,0.00000000e+00,0
127,7,15,0,0,1.00000000e+00,5.00000000e+10,-3.42118516e-05,3.10317877e-04,nan,nan,0,0.00000000e+00,0
128,8,0,0,0,1.00000000e+00,5.00000000e+10,-2.38876747e-04,4.97840299e-06,nan,nan,0,0.00000000e+00,0
129,8,1,0,0,1.00000000e+00,5.00000000e+10,-4.22210560e-04,-3.05155094e-04,nan,nan,0,0.00000000e+00,0
130,8,2,0,0,1.00000000e+00,5.00000000e+10,-5.65656061e-04,-5.89625256e-04,nan,nan,0,0.00000000e+00,0
131,8,3,0,0,1.00000000e+00,5.00000000e+10,-6.54211838e-04,-8.19832681e-04,nan,nan,0,0.00000000e+00,0
132,8,4,0,0,1.00000000e+00,5.00000000e+10,-6.78010245e-04,-9.71914759e-04,nan,nan,0,0.00000000e+00,0
133,8,5,0,0,1.00000000e+00,5.00000000e+10,-6.33424392e-04,-1.02922940e-03,nan,nan,0,0.00000000e+00,0
134,8,6,0,0,1.00000000e+00,5.00000000e+10,-5.23580772e-04,-9.84185442e-04,nan,nan,0,0.00000000e+00,0
135,8,7,0,0,1.00000000e+00,5.00000000e+10,-3.58209801e-04,-8.39219302e-04,nan,nan,0,0.00000000e+00,0
136,8,8,0,0,1.00000000e+00,5.00000000e+10,-1.52830750e-04,-6.06796935e-04,nan,nan,0,0.00000000e+00,0
137,8,9,0,0,1.00000000e+00,5.00000000e+10,7.26659118e-05,-3.08413627e-04,nan,nan,0,0.00000000e+00,0
138,8,10,0,0,1.00000000e+00,5.00000000e+10,2.95913380e-04,2.73364236e-05,nan,nan,0,0.00000000e+00,0
139,8,11,0,0,1.00000000e+00,5.00000000e+10,4.94263423e-04,3.67453700e-04,nan,nan,0,0.00000000e+00,0
140,8,12,0,0,1.00000000e+00,5.00000000e+10,6.47068502e-04,6.77741553e-04,nan,nan,0,0.00000000e+00,0
141,8,13,0,0,1.00000000e+00,5.00000000e+10,7.37822846e-04,9.26221178e-04,nan,nan,0,0.00000000e+00,0
142,8,14,0,0,1.00000000e+00,5.00000000e+10,7.55941335e-04,1.08641527e-03,nan,nan,0,0.00000000e+00,0
143,8,15,0,0,1.00000000e+00,5.00000000e+10,6.97984679e-04,1.14016491e-03,nan,nan,0,0.00000000e+00,0
144,9,0,0,0,1.00000000e+00,5.00000000e+10,5.41994667e-04,1.07616469e-03,nan,nan,0,0.00000000e+00,0
145,9,1,0,0,1.00000000e+00,5.00000000e+10,3.23729283e-04,8.90810266e-04,nan,nan,0,0.00000000e+00,0
146,9,2,0,0,1.00000000e+00,5.00000000e+10,6.39337243e-05,5.96583179e-04,nan,nan,0,0.00000000e+00,0
147,9,3,0,0,1.00000000e+00,5.00000000e+10,-2.11859270e-04,2.23145455e-04,nan,nan,0,0.00000000e+00,0
148,9,4,0,0,1.00000000e+00,5.00000000e+10,-4.75825853e-04,-1.89582734e-04,nan,nan,0,0.00000000e+00,0
149,9,5,0,0,1.00000000e+00,5.00000000e+10,-7.00661681e-04,-5.97312949e-04,nan,nan,0,0.00000000e+00,0
150,9,6,0,0,1.00000000e+00,5.00000000e+10,-8.62428141e-04,-9.56407856e-04,nan,nan,0,0.00000000e+00,0
151,9,7,0,0,1.00000000e+00,5.00000000e+10,-9.43142540e-04,-1.22823583e-03,nan,nan,0,0.00000000e+00,0
152,9,8,0,0,1.00000000e+00,5.00000000e+10,-9.32837567e-04,-1.38290586e-03,nan,nan,0,0.00000000e+00,0
153,9,9,0,0,1.00000000e+00,5.00000000e+10,-8.30862016e-04,-1.40225151e-03,nan,nan,0,0.00000000e+00,0
154,9,10,0,0,1.00000000e+00,5.00000000e+10,-6.46267923e-04,-1.28183223e-03,nan,nan,0,0.00000000e+00,0
155,9,11,0,0,1.00000000e+00,5.00000000e+10,-3.97222783e-04,-1.03171839e-03,nan,nan,0,0.00000000e+00,0
156,9,12,0,0,1.00000000e+00,5.00000000e+10,-1.09490729e-04,-6.75909569e-04,nan,nan,0,0.00000000e+00,0
157,9,13,0,0,1.00000000e+00,5.00000000e+10,1.85866570e-04,-2.50374050e-04,nan,nan,0,0.00000000e+00,0
158,9,14,0,0,1.00000000e+00,5.00000000e+10,4.55321111e-04,2.00139777e-04,nan,nan,0,0.00000000e+00,0
159,9,15,0,0,1.00000000e+00,5.00000000e+10,6.65916279e-04,6.26210828e-04,nan,nan,0,0.00000000e+00,0
160,10,0,0,0,1.00000000e+00,5.00000000e+10,7.61942717e-04,9.74813574e-04,nan,nan,0,0.00000000e+00,0
161,10,1,0,0,1.00000000e+00,5.00000000e+10,7.43732250e-04,1.19364061e-03,nan,nan,0,0.00000000e+00,0
162,10,2,0,0,1.00000000e+00,5.00000000e+10,5.97348522e-04,1.24347441e-03,nan,nan,0,0.00000000e+00,0
163,10,3,0,0,1.00000000e+00,5.00000000e+10,3.16300645e-04,1.10326466e-03,nan,nan,0,0.00000000e+00,0
164,10,4,0,0,1.00000000e+00,5.00000000e+10,-9.98811558e-05,7.66635586e-04,nan,nan,0,0.00000000e+00,0
165,10,5,0,0,1.00000000e+00,5.00000000e+10,-6.48486169e-04,2.38352292e-04,nan,nan,0,0.00000000e+00,0
166,10,6,0,0,1.00000000e+00,5.00000000e+10,-1.32775043e-03,-4.69846233e-04,nan,nan,0,0.00000000e+00,0
167,10,7,0,0,1.00000000e+00,5.00000000e+10,-2.14198655e-03,-1.34453604e-03,nan,nan,0,0.00000000e+00,0
168,10,8,0,0,1.00000000e+00,5.00000000e+10,-3.10729060e-03,-2.37715326e-03,nan,nan,0,0.00000000e+00,0
169,10,9,0,0,1.00000000e+00,5.00000000e+10,-4.25728588e-03,-3.57152902e-03,nan,nan,0,0.00000000e+00,0
170,10,10,0,0,1.00000000e+00,5.00000000e+10,-5.64828979e-03,-4.95181367e-03,nan,nan,0,0.00000000e+00,0
171,10,11,0,0,1.00000000e+00,5.00000000e+10,-7.36326604e-03,-6.56996794e-03,nan,nan,0,0.00000000e+00,0
172,10,12,0,0,1.00000000e+00,5.00000000e+10,-9.51395838e-03,-8.51189886e-03,nan,nan,0,0.00000000e+00,0
173,10,13,0,0,1.00000000e+00,5.00000000e+10,-1.22406934e-02,-1.09013340e-02,nan,nan,0,0.00000000e+00,0
174,10,14,0,0,1.00000000e+00,5.00000000e+10,-1.57094873e-02,-1.39006443e-02,nan,nan,0,0.00000000e+00,0
175,10,15,0,0,1.00000000e+00,5.00000000e+10,-2.01062849e-02,-1.77080308e-02,nan,nan,0,0.00000000e+00,0
176,11,0,0,0,1.00000000e+00,5.00000000e+10,-2.56021888e-02,-2.25472443e-02,nan,nan,0,0.00000000e+00,0
177,11,1,0,0,1.00000000e+00,5.00000000e+10,-3.24188427e-02,-2.86566715e-02,nan,nan,0,0.00000000e+00,0
178,11,2,0,0,1.00000000e+00,5.00000000e+10,-4.07436357e-02,-3.62835016e-02,nan,nan,0,0.00000000e+00,0
179,11,3,0,0,1.00000000e+00,5.00000000e+10,-5.07368930e-02,-4.56688656e-02,nan,nan,0,0.00000000e+00,0
180,11,4,0,0,1.00000000e+00,5.00000000e+10,-6.25169927e-02,-5.70241369e-02,0.00000000e+00,5.70241369e-02,1,3.25175219e-03,0
181,11,5,0,0,1.00000000e+00,5.00000000e+10,-7.61462092e-02,-7.05084980e-02,nan,nan,1,3.25175219e-03,0
182,11,6,0,0,1.00000000e+00,5.00000000e+10,-9.16183719e-02,-8.62087377e-02,nan,nan,1,3.25175219e-03,0
183,11,7,0,0,1.00000000e+00,5.00000000e+10,-1.08849386e-01,-1.04122199e-01,nan,nan,1,3.25175219e-03,0
184,11,8,0,0,1.00000000e+00,5.00000000e+10,-1.27671523e-01,-1.24143877e-01,nan,nan,1,3.25175219e-03,0
185,11,9,0,0,1.00000000e+00,5.00000000e+10,-1.47832182e-01,-1.46058676e-01,nan,nan,1,3.25175219e-03,0
186,11,10,0,0,1.00000000e+00,5.00000000e+10,-1.68997545e-01,-1.69539714e-01,nan,nan,1,3.25175219e-03,0
187,11,11,0,0,1.00000000e+00,5.00000000e+10,-1.90761218e-01,-1.94153271e-01,nan,nan,1,3.25175219e-03,0
188,11,12,0,0,1.00000000e+00,5.00000000e+10,-2.12657606e-01,-2.19370571e-01,nan,nan,1,3.25175219e-03,0
189,11,13,0,0,1.00000000e+00,5.00000000e+10,-2.34179423e-01,-2.44586100e-01,nan,nan,1,3.25175219e-03,0
190,11,14,0,0,1.00000000e+00,5.00000000e+10,-2.54798406e-01,-2.69141674e-01,nan,nan,1,3.25175219e-03,0
191,11,15,0,0,1.00000000e+00,5.00000000e+10,-2.73988059e-01,-2.92354981e-01,nan,nan,1,3.25175219e-03,0
192,12,0,0,0,1.00000000e+00,5.00000000e+10,-2.91273239e-01,-3.13554469e-01,nan,nan,1,3.25175219e-03,0
193,12,1,0,0,1.00000000e+00,5.00000000e+10,-3.06176259e-01,-3.32111811e-01,nan,nan,1,3.25175219e-03,0
194,12,2,0,0,1.00000000e+00,5.00000000e+10,-3.18308929e-01,-3.47464509e-01,nan,nan,1,3.25175219e-03,0
195,12,3,0,0,1.00000000e+00,5.00000000e+10,-3.27367775e-01,-3.59141366e-01,nan,nan,1,3.25175219e-03,0
196,12,4,0,0,1.00000000e+00,5.00000000e+10,-3.33146316e-01,-3.66789754e-01,0.00000000e+00,3.66789754e-01,2,1.37786476e-01,0
197,12,5,0,0,1.00000000e+00,5.00000000e+10,-3.35541835e-01,-3.70194237e-01,nan,nan,2,1.37786476e-01,0
198,12,6,0,0,1.00000000e+00,5.00000000e+10,-3.34556171e-01,-3.69285850e-01,nan,nan,2,1.37786476e-01,0
199,12,7,0,0,1.00000000e+00,5.00000000e+10,-3.30290514e-01,-3.64142035e-01,nan,nan,2,1.37786476e-01,0
200,12,8,0,0,1.00000000e+00,5.00000000e+10,-3.22934576e-01,-3.54977617e-01,nan,nan,2,1.37786476e-01,0
201,12,9,0,0,1.00000000e+00,5.00000000e+10,-3.12750936e-01,-3.42127712e-01,nan,nan,2,1.37786476e-01,0
202,12,10,0,0,1.00000000e+00,5.00000000e+10,-3.00055685e-01,-3.26023824e-01,nan,nan,2,1.37786476e-01,0
203,12,11,0,0,1.00000000e+00,5.00000000e+10,-2.85196791e-01,-3.07164827e-01,nan,nan,2,1.37786476e-01,0
204,12,12,0,0,1.00000000e+00,5.00000000e+10,-2.68531737e-01,-2.86084851e-01,nan,nan,2,1.37786476e-01,0
205,12,13,0,0,1.00000000e+00,5.00000000e+10,-2.50406075e-01,-2.63320339e-01,nan,nan,2,1.37786476e-01,0
206,12,14,0,0,1.00000000e+00,5.00000000e+10,-2.31134423e-01,-2.39378601e-01,nan,nan,2,1.37786476e-01,0
207,12,15,0,0,1.00000000e+00,5.00000000e+10,-2.10985277e-01,-2.14710116e-01,nan,nan,2,1.37786476e-01,0
208,13,0,0,0,1.00000000e+00,5.00000000e+10,-1.90144500e-01,-1.89683024e-01,nan,nan,2,1.37786476e-01,0
209,13,1,0,0,1.00000000e+00,5.00000000e+10,-1.68787043e-01,-1.64568199e-01,nan,nan,2,1.37786476e-01,0
