pt,symbol_idx,osf_idx,ia,iz,ctle_A,ctle_z,post_channel_raw,post_ctle,desired,bit_error,ctle_cnt,err_acc,ctle_train_done
8533,533,5,1,0,1.16666667e+00,5.00000000e+10,2.28896983e-01,1.93944069e-01,nan,nan,23,1.73817994e+01,0
8534,533,6,1,0,1.16666667e+00,5.00000000e+10,2.16837679e-01,1.80452769e-01,nan,nan,23,1.73817994e+01,0
8535,533,7,1,0,1.16666667e+00,5.00000000e+10,2.06596154e-01,1.69936805e-01,nan,nan,23,1.73817994e+01,0
8536,533,8,1,0,1.16666667e+00,5.00000000e+10,1.97955602e-01,1.62164950e-01,nan,nan,23,1.73817994e+01,0
8537,533,9,1,0,1.16666667e+00,5.00000000e+10,1.90600585e-01,1.56739847e-01,nan,nan,23,1.73817994e+01,0
8538,533,10,1,0,1.16666667e+00,5.00000000e+10,1.84137486e-01,1.53124259e-01,nan,nan,23,1.73817994e+01,0
8539,533,11,1,0,1.16666667e+00,5.00000000e+10,1.78119073e-01,1.50675348e-01,nan,nan,23,1.73817994e+01,0
8540,533,12,1,0,1.16666667e+00,5.00000000e+10,1.72071493e-01,1.48684588e-01,nan,nan,23,1.73817994e+01,0
8541,533,13,1,0,1.16666667e+00,5.00000000e+10,1.65521882e-01,1.46420605e-01,nan,nan,23,1.73817994e+01,0
8542,533,14,1,0,1.16666667e+00,5.00000000e+10,1.58024815e-01,1.43172079e-01,nan,nan,23,1.73817994e+01,0
8543,533,15,1,0,1.16666667e+00,5.00000000e+10,1.49185995e-01,1.38287949e-01,nan,nan,23,1.73817994e+01,0
8544,534,0,1,0,1.16666667e+00,5.00000000e+10,1.38655590e-01,1.31208630e-01,nan,nan,23,1.73817994e+01,0
8545,534,1,1,0,1.16666667e+00,5.00000000e+10,1.26219090e-01,1.21493580e-01,nan,nan,23,1.73817994e+01,0
8546,534,2,1,0,1.16666667e+00,5.00000000e+10,1.11734187e-01,1.08849495e-01,nan,nan,23,1.73817994e+01,0
8547,534,3,1,0,1.16666667e+00,5.00000000e+10,9.51548841e-02,9.31422714e-02,nan,nan,23,1.73817994e+01,0
8548,534,4,1,0,1.16666667e+00,5.00000000e+10,7.65280998e-02,7.43918395e-02,0.00000000e+00,-7.43918395e-02,24,1.73873335e+01,0
8549,534,5,1,0,1.16666667e+00,5.00000000e+10,5.59851039e-02,5.27600387e-02,nan,nan,24,1.73873335e+01,0
8550,534,6,1,0,1.16666667e+00,5.00000000e+10,3.37287466e-02,2.85321513e-02,nan,nan,24,1.73873335e+01,0
8551,534,7,1,0,1.16666667e+00,5.00000000e+10,1.00176342e-02,2.09309814e-03,nan,nan,24,1.73873335e+01,0
8552,534,8,1,0,1.16666667e+00,5.00000000e+10,-1.48514509e-02,-2.61002244e-02,nan,nan,24,1.73873335e+01,0
8553,534,9,1,0,1.16666667e+00,5.00000000e+10,-4.05615671e-02,-5.55486003e-02,nan,nan,24,1.73873335e+01,0
8554,534,10,1,0,1.16666667e+00,5.00000000e+10,-6.67928250e-02,-8.57401070e-02,nan,nan,24,1.73873335e+01,0
8555,534,11,1,0,1.16666667e+00,5.00000000e+10,-9.32377130e-02,-1.16177704e-01,nan,nan,24,1.73873335e+01,0
8556,534,12,1,0,1.16666667e+00,5.00000000e+10,-1.19613695e-01,-1.46403065e-01,nan,nan,24,1.73873335e+01,0
8557,534,13,1,0,1.16666667e+00,5.00000000e+10,-1.45672520e-01,-1.76015338e-01,nan,nan,24,1.73873335e+01,0
8558,534,14,1,0,1.16666667e+00,5.00000000e+10,-1.71183472e-01,-2.04680721e-01,nan,nan,24,1.73873335e+01,0
8559,534,15,1,0,1.16666667e+00,5.00000000e+10,-1.96005263e-01,-2.32139504e-01,nan,nan,24,1.73873335e+01,0
8560,535,0,1,0,1.16666667e+00,5.00000000e+10,-2.19987239e-01,-2.58210971e-01,nan,nan,24,1.73873335e+01,0
8561,535,1,1,0,1.16666667e+00,5.00000000e+10,-2.43066820e-01,-2.82789134e-01,nan,nan,24,1.73873335e+01,0
8562,535,2,1,0,1.16666667e+00,5.00000000e+10,-2.65192342e-01,-3.05837322e-01,nan,nan,24,1.73873335e+01,0
8563,535,3,1,0,1.16666667e+00,5.00000000e+10,-2.86338017e-01,-3.27376388e-01,nan,nan,24,1.73873335e+01,0
8564,535,4,1,0,1.16666667e+00,5.00000000e+10,-3.06496822e-01,-3.47465763e-01,0.00000000e+00,3.47465763e-01,25,1.75080660e+01,0
8565,535,5,1,0,1.16666667e+00,5.00000000e+10,-3.25673825e-01,-3.66187277e-01,nan,nan,25,1.75080660e+01,0
8566,535,6,1,0,1.16666667e+00,5.00000000e+10,-3.43880584e-01,-3.83631814e-01,nan,nan,25,1.75080660e+01,0
8567,535,7,1,0,1.16666667e+00,5.00000000e+10,-3.61131061e-01,-3.99888917e-01,nan,nan,25,1.75080660e+01,0
8568,535,8,1,0,1.16666667e+00,5.00000000e+10,-3.77439291e-01,-4.15039507e-01,nan,nan,25,1.75080660e+01,0
8569,535,9,1,0,1.16666667e+00,5.00000000e+10,-3.92818819e-01,-4.29151824e-01,nan,nan,25,1.75080660e+01,0
8570,535,10,1,0,1.16666667e+00,5.00000000e+10,-4.07283697e-01,-4.42280551e-01,nan,nan,25,1.75080660e+01,0
8571,535,11,1,0,1.16666667e+00,5.00000000e+10,-4.20850675e-01,-4.54468802e-01,nan,nan,25,1.75080660e+01,0
8572,535,12,1,0,1.16666667e+00,5.00000000e+10,-4.33542051e-01,-4.65752377e-01,nan,nan,25,1.75080660e+01,0
8573,535,13,1,0,1.16666667e+00,5.00000000e+10,-4.45388606e-01,-4.76165456e-01,nan,nan,25,1.75080660e+01,0
8574,535,14,1,0,1.16666667e+00,5.00000000e+10,-4.56454531e-01,-4.85750010e-01,nan,nan,25,1.75080660e+01,0
8575,535,15,1,0,1.16666667e+00,5.00000000e+10,-4.66769150e-01,-4.94560978e-01,nan,nan,25,1.75080660e+01,0
8576,536,0,1,0,1.16666667e+00,5.00000000e+10,-4.76372291e-01,-5.02658481e-01,nan,nan,25,1.75080660e+01,0
8577,536,1,1,0,1.16666667e+00,5.00000000e+10,-4.85364369e-01,-5.10108801e-01,nan,nan,25,1.75080660e+01,0
8578,536,2,1,0,1.16666667e+00,5.00000000e+10,-4.93830953e-01,-5.16998084e-01,nan,nan,25,1.75080660e+01,0
8579,536,3,1,0,1.16666667e+00,5.00000000e+10,-5.01858850e-01,-5.23433017e-01,nan,nan,25,1.75080660e+01,0
8580,536,4,1,0,1.16666667e+00,5.00000000e+10,-5.09529084e-01,-5.29529243e-01,-1.00000000e+00,-4.70470757e-01,26,1.77294087e+01,0
8581,536,5,1,0,1.16666667e+00,5.00000000e+10,-5.16909050e-01,-5.35398703e-01,nan,nan,26,1.77294087e+01,0
8582,536,6,1,0,1.16666667e+00,5.00000000e+10,-5.24044521e-01,-5.41136828e-01,nan,nan,26,1.77294087e+01,0
8583,536,7,1,0,1.16666667e+00,5.00000000e+10,-5.30952239e-01,-5.46810246e-01,nan,nan,26,1.77294087e+01,0
8584,536,8,1,0,1.16666667e+00,5.00000000e+10,-5.37613854e-01,-5.52445692e-01,nan,nan,26,1.77294087e+01,0
8585,536,9,1,0,1.16666667e+00,5.00000000e+10,-5.43971872e-01,-5.58020972e-01,nan,nan,26,1.77294087e+01,0
8586,536,10,1,0,1.16666667e+00,5.00000000e+10,-5.49928164e-01,-5.63458826e-01,nan,nan,26,1.77294087e+01,0
8587,536,11,1,0,1.16666667e+00,5.00000000e+10,-5.55345383e-01,-5.68624478e-01,nan,nan,26,1.77294087e+01,0
8588,536,12,1,0,1.16666667e+00,5.00000000e+10,-5.60051409e-01,-5.73327454e-01,nan,nan,26,1.77294087e+01,0
8589,536,13,1,0,1.16666667e+00,5.00000000e+10,-5.63846686e-01,-5.77327878e-01,nan,nan,26,1.77294087e+01,0
8590,536,14,1,0,1.16666667e+00,5.00000000e+10,-5.66514064e-01,-5.80347123e-01,nan,nan,26,1.77294087e+01,0
8591,536,15,1,0,1.16666667e+00,5.00000000e+10,-5.67830534e-01,-5.82082256e-01,nan,nan,26,1.77294087e+01,0
8592,537,0,1,0,1.16666667e+00,5.00000000e+10,-5.67580038e-01,-5.82223373e-01,nan,nan,26,1.77294087e+01,0
8593,537,1,1,0,1.16666667e+00,5.00000000e+10,-5.65566437e-01,-5.80472593e-01,nan,nan,26,1.77294087e+01,0
8594,537,2,1,0,1.16666667e+00,5.00000000e+10,-5.61625659e-01,-5.76563306e-01,nan,nan,26,1.77294087e+01,0
8595,537,3,1,0,1.16666667e+00,5.00000000e+10,-5.55636055e-01,-5.70278155e-01,nan,nan,26,1.77294087e+01,0
8596,537,4,1,0,1.16666667e+00,5.00000000e+10,-5.47526161e-01,-5.61464301e-01,-1.00000000e+00,-4.38535699e-01,27,1.79217223e+01,0
8597,537,5,1,0,1.16666667e+00,5.00000000e+10,-5.37279168e-01,-5.50044671e-01,nan,nan,27,1.79217223e+01,0
8598,537,6,1,0,1.16666667e+00,5.00000000e+10,-5.24933739e-01,-5.36024184e-01,nan,nan,27,1.79217223e+01,0
8599,537,7,1,0,1.16666667e+00,5.00000000e+10,-5.10581011e-01,-5.19490326e-01,nan,nan,27,1.79217223e+01,0
8600,537,8,1,0,1.16666667e+00,5.00000000e+10,-4.94358008e-01,-5.00607903e-01,nan,nan,27,1.79217223e+01,0
8601,537,9,1,0,1.16666667e+00,5.00000000e+10,-4.76437930e-01,-4.79608261e-01,nan,nan,27,1.79217223e+01,0
8602,537,10,1,0,1.16666667e+00,5.00000000e+10,-4.57018098e-01,-4.56773741e-01,nan,nan,27,1.79217223e+01,0
8603,537,11,1,0,1.16666667e+00,5.00000000e+10,-4.36306525e-01,-4.32418552e-01,nan,nan,27,1.79217223e+01,0
8604,537,12,1,0,1.16666667e+00,5.00000000e+10,-4.14508239e-01,-4.06867584e-01,nan,nan,27,1.79217223e+01,0
8605,537,13,1,0,1.16666667e+00,5.00000000e+10,-3.91812543e-01,-3.80434885e-01,nan,nan,27,1.79217223e+01,0
8606,537,14,1,0,1.16666667e+00,5.00000000e+10,-3.68337303e-01,-3.53397125e-01,nan,nan,27,1.79217223e+01,0
8607,537,15,1,0,1.16666667e+00,5.00000000e+10,-3.44260590e-01,-3.25977618e-01,nan,nan,27,1.79217223e+01,0
8608,538,0,1,0,1.16666667e+00,5.00000000e+10,-3.19725906e-01,-2.98358057e-01,nan,nan,27,1.79217223e+01,0
8609,538,1,1,0,1.16666667e+00,5.00000000e+10,-2.94738779e-01,-2.70674103e-01,nan,nan,27,1.79217223e+01,0
8610,538,2,1,0,1.16666667e+00,5.00000000e+10,-2.69315245e-01,-2.42986664e-01,nan,nan,27,1.79217223e+01,0
8611,538,3,1,0,1.16666667e+00,5.00000000e+10,-2.43448150e-01,-2.15280177e-01,nan,nan,27,1.79217223e+01,0
8612,538,4,1,0,1.16666667e+00,5.00000000e+10,-2.17120621e-01,-1.87486296e-01,-1.00000000e+00,-8.12513704e-01,28,1.85819008e+01,0
8613,538,5,1,0,1.16666667e+00,5.00000000e+10,-1.90322236e-01,-1.59510644e-01,nan,nan,28,1.85819008e+01,0
8614,538,6,1,0,1.16666667e+00,5.00000000e+10,-1.63066635e-01,-1.31260885e-01,nan,nan,28,1.85819008e+01,0
8615,538,7,1,0,1.16666667e+00,5.00000000e+10,-1.35409116e-01,-1.02674947e-01,nan,nan,28,1.85819008e+01,0
8616,538,8,1,0,1.16666667e+00,5.00000000e+10,-1.07462692e-01,-7.37480709e-02,nan,nan,28,1.85819008e+01,0
8617,538,9,1,0,1.16666667e+00,5.00000000e+10,-7.94111038e-02,-4.45570616e-02,nan,nan,28,1.85819008e+01,0
8618,538,10,1,0,1.16666667e+00,5.00000000e+10,-5.15174661e-02,-1.52799094e-02,nan,nan,28,1.85819008e+01,0
8619,538,11,1,0,1.16666667e+00,5.00000000e+10,-2.41274328e-02,1.37910701e-02,nan,nan,28,1.85819008e+01,0
8620,538,12,1,0,1.16666667e+00,5.00000000e+10,2.33383071e-03,4.22441515e-02,nan,nan,28,1.85819008e+01,0
8621,538,13,1,0,1.16666667e+00,5.00000000e+10,2.73711946e-02,6.95522772e-02,nan,nan,28,1.85819008e+01,0
8622,538,14,1,0,1.16666667e+00,5.00000000e+10,5.04129689e-02,9.50835209e-02,nan,nan,28,1.85819008e+01,0
8623,538,15,1,0,1.16666667e+00,5.00000000e+10,7.09022107e-02,1.18124621e-01,nan,nan,28,1.85819008e+01,0
8624,539,0,1,0,1.16666667e+00,5.00000000e+10,8.82776195e-02,1.37924438e-01,nan,nan,28,1.85819008e+01,0
8625,539,1,1,0,1.16666667e+00,5.00000000e+10,1.01951243e-01,1.53733181e-01,nan,nan,28,1.85819008e+01,0
8626,539,2,1,0,1.16666667e+00,5.00000000e+10,1.11411468e-01,1.64830776e-01,nan,nan,28,1.85819008e+01,0
8627,539,3,1,0,1.16666667e+00,5.00000000e+10,1.16232472e-01,1.70567277e-01,nan,nan,28,1.85819008e+01,0
8628,539,4,1,0,1.16666667e+00,5.00000000e+10,1.16103168e-01,1.70411868e-01,0.00000000e+00,-1.70411868e-01,29,1.86109410e+01,0
8629,539,5,1,0,1.16666667e+00,5.00000000e+10,1.10851969e-01,1.63996783e-01,nan,nan,29,1.86109410e+01,0
8630,539,6,1,0,1.16666667e+00,5.00000000e+10,1.00465675e-01,1.51153234e-01,nan,nan,29,1.86109410e+01,0
8631,539,7,1,0,1.16666667e+00,5.00000000e+10,8.51010670e-02,1.31937211e-01,nan,nan,29,1.86109410e+01,0
8632,539,8,1,0,1.16666667e+00,5.00000000e+10,6.50882286e-02,1.06643632e-01,nan,nan,29,1.86109410e+01,0
8633,539,9,1,0,1.16666667e+00,5.00000000e+10,4.09250913e-02,7.58078552e-02,nan,nan,29,1.86109410e+01,0
8634,539,10,1,0,1.16666667e+00,5.00000000e+10,1.32632058e-02,4.01941847e-02,nan,nan,29,1.86109410e+01,0
8635,539,11,1,0,1.16666667e+00,5.00000000e+10,-1.71147126e-02,7.71676106e-04,nan,nan,29,1.86109410e+01,0
8636,539,12,1,0,1.16666667e+00,5.00000000e+10,-4.93244382e-02,-4.13217385e-02,nan,nan,29,1.86109410e+01,0
8637,539,13,1,0,1.16666667e+00,5.00000000e+10,-8.24156235e-02,-8.48250806e-02,nan,nan,29,1.86109410e+01,0
8638,539,14,1,0,1.16666667e+00,5.00000000e+10,-1.15411115e-01,-1.28407773e-01,nan,nan,29,1.86109410e+01,0
8639,539,15,1,0,1.16666667e+00,5.00000000e+10,-1.47348156e-01,-1.70727882e-01,nan,nan,29,1.86109410e+01,0
8640,540,0,1,0,1.16666667e+00,5.00000000e+10,-1.77319336e-01,-2.10492025e-01,nan,nan,29,1.86109410e+01,0
8641,540,1,1,0,1.16666667e+00,5.00000000e+10,-2.04511138e-01,-2.46513695e-01,nan,nan,29,1.86109410e+01,0
8642,540,2,1,0,1.16666667e+00,5.00000000e+10,-2.28238124e-01,-2.77766850e-01,nan,nan,29,1.86109410e+01,0
8643,540,3,1,0,1.16666667e+00,5.00000000e+10,-2.47971006e-01,-3.03431886e-01,nan,nan,29,1.86109410e+01,0
8644,540,4,1,0,1.16666667e+00,5.00000000e+10,-2.63357250e-01,-3.22931578e-01,1.00000000e+00,1.32293158e+00,30,2.03610890e+01,0
8645,540,5,1,0,1.16666667e+00,5.00000000e+10,-2.74233236e-01,-3.35955134e-01,nan,nan,30,2.03610890e+01,0
8646,540,6,1,0,1.16666667e+00,5.00000000e+10,-2.80627505e-01,-3.42469236e-01,nan,nan,30,2.03610890e+01,0
8647,540,7,1,0,1.16666667e+00,5.00000000e+10,-2.82755082e-01,-3.42715632e-01,nan,nan,30,2.03610890e+01,0
8648,540,8,1,0,1.16666667e+00,5.00000000e+10,-2.81003328e-01,-3.37195614e-01,nan,nan,30,2.03610890e+01,0
8649,540,9,1,0,1.16666667e+00,5.00000000e+10,-2.75910214e-01,-3.26642409e-01,nan,nan,30,2.03610890e+01,0
8650,540,10,1,0,1.16666667e+00,5.00000000e+10,-2.68136251e-01,-3.11983124e-01,nan,nan,30,2.03610890e+01,0
8651,540,11,1,0,1.16666667e+00,5.00000000e+10,-2.58431615e-01,-2.94292406e-01,nan,nan,30,2.03610890e+01,0
8652,540,12,1,0,1.16666667e+00,5.00000000e+10,-2.47600163e-01,-2.74740317e-01,nan,nan,30,2.03610890e+01,0
8653,540,13,1,0,1.16666667e+00,5.00000000e+10,-2.36462155e-01,-2.54537170e-01,nan,nan,30,2.03610890e+01,0
8654,540,14,1,0,1.16666667e+00,5.00000000e+10,-2.25839970e-01,-2.34881355e-01,nan,nan,30,2.03610890e+01,0
8655,540,15,1,0,1.16666667e+00,5.00000000e+10,-2.16453883e-01,-2.16905921e-01,nan,nan,30,2.03610890e+01,0
8656,541,0,1,0,1.16666667e+00,5.00000000e+10,-2.08962845e-01,-2.01622361e-01,nan,nan,30,2.03610890e+01,0
8657,541,1,1,0,1.16666667e+00,5.00000000e+10,-2.03914049e-01,-1.89878815e-01,nan,nan,30,2.03610890e+01,0
8658,541,2,1,0,1.16666667e+00,5.00000000e+10,-2.01722913e-01,-1.82333079e-01,nan,nan,30,2.03610890e+01,0
8659,541,3,1,0,1.16666667e+00,5.00000000e+10,-2.02659645e-01,-1.79432069e-01,nan,nan,30,2.03610890e+01,0
8660,541,4,1,0,1.16666667e+00,5.00000000e+10,-2.06842693e-01,-1.81399769e-01,-1.00000000e+00,-8.18600231e-01,31,2.10311953e+01,0
8661,541,5,1,0,1.16666667e+00,5.00000000e+10,-2.14239083e-01,-1.88234863e-01,nan,nan,31,2.10311953e+01,0
8662,541,6,1,0,1.16666667e+00,5.00000000e+10,-2.24671304e-01,-1.99718340e-01,nan,nan,31,2.10311953e+01,0
8663,541,7,1,0,1.16666667e+00,5.00000000e+10,-2.37830144e-01,-2.15430528e-01,nan,nan,31,2.10311953e+01,0
8664,541,8,1,0,1.16666667e+00,5.00000000e+10,-2.53292639e-01,-2.34776398e-01,nan,nan,31,2.10311953e+01,0
8665,541,9,1,0,1.16666667e+00,5.00000000e+10,-2.70544102e-01,-2.57017587e-01,nan,nan,31,2.10311953e+01,0
8666,541,10,1,0,1.16666667e+00,5.00000000e+10,-2.89003086e-01,-2.81309325e-01,nan,nan,31,2.10311953e+01,0
8667,541,11,1,0,1.16666667e+00,5.00000000e+10,-3.08048036e-01,-3.06740327e-01,nan,nan,31,2.10311953e+01,0
8668,541,12,1,0,1.16666667e+00,5.00000000e+10,-3.27044375e-01,-3.32373721e-01,nan,nan,31,2.10311953e+01,0
8669,541,13,1,0,1.16666667e+00,5.00000000e+10,-3.45370798e-01,-3.57287113e-01,nan,nan,31,2.10311953e+01,0
8670,541,14,1,0,1.16666667e+00,5.00000000e+10,-3.62443632e-01,-3.80610053e-01,nan,nan,31,2.10311953e+01,0
8671,541,15,1,0,1.16666667e+00,5.00000000e+10,-3.77738233e-01,-4.01557344e-01,nan,nan,31,2.10311953e+01,0
8672,542,0,1,0,1.16666667e+00,5.00000000e+10,-3.90832767e-01,-4.19460655e-01,nan,nan,31,2.10311953e+01,0
8673,542,1,1,0,1.16666667e+00,5.00000000e+10,-4.01344861e-01,-4.33790041e-01,nan,nan,31,2.10311953e+01,0
8674,542,2,1,0,1.16666667e+00,5.00000000e+10,-4.09011540e-01,-4.44158910e-01,nan,nan,31,2.10311953e+01,0
8675,542,3,1,0,1.16666667e+00,5.00000000e+10,-4.13670867e-01,-4.50328122e-01,nan,nan,31,2.10311953e+01,0
8676,542,4,1,0,1.16666667e+00,5.00000000e+10,-4.15260314e-01,-4.52209994e-01,0.00000000e+00,4.52209994e-01,32,2.12356892e+01,0
8677,542,5,1,0,1.16666667e+00,5.00000000e+10,-4.13810398e-01,-4.49862935e-01,nan,nan,32,2.12356892e+01,0
8678,542,6,1,0,1.16666667e+00,5.00000000e+10,-4.09434113e-01,-4.43477910e-01,nan,nan,32,2.12356892e+01,0
8679,542,7,1,0,1.16666667e+00,5.00000000e+10,-4.02312864e-01,-4.33358357e-01,nan,nan,32,2.12356892e+01,0
8680,542,8,1,0,1.16666667e+00,5.00000000e+10,-3.92679836e-01,-4.19895286e-01,nan,nan,32,2.12356892e+01,0
8681,542,9,1,0,1.16666667e+00,5.00000000e+10,-3.80801808e-01,-4.03539325e-01,nan,nan,32,2.12356892e+01,0
8682,542,10,1,0,1.16666667e+00,5.00000000e+10,-3.66960557e-01,-3.84771416e-01,nan,nan,32,2.12356892e+01,0
8683,542,11,1,0,1.16666667e+00,5.00000000e+10,-3.51434990e-01,-3.64073871e-01,nan,nan,32,2.12356892e+01,0
8684,542,12,1,0,1.16666667e+00,5.00000000e+10,-3.34485089e-01,-3.41903409e-01,nan,nan,32,2.12356892e+01,0
8685,542,13,1,0,1.16666667e+00,5.00000000e+10,-3.16338675e-01,-3.18667708e-01,nan,nan,32,2.12356892e+01,0
8686,542,14,1,0,1.16666667e+00,5.00000000e+10,-2.97136753e-01,-2.94700280e-01,nan,nan,32,2.12356892e+01,0
8687,542,15,1,0,1.16666667e+00,5.00000000e+10,-2.77067344e-01,-2.70248586e-01,nan,nan,32,2.12356892e+01,0
8688,543,0,1,0,1.16666667e+00,5.00000000e+10,-2.56194976e-01,-2.45480350e-01,nan,nan,32,2.12356892e+01,0
8689,543,1,1,0,1.16666667e+00,5.00000000e+10,-2.34589740e-01,-2.20485537e-01,nan,nan,32,2.12356892e+01,0
8690,543,2,1,0,1.16666667e+00,5.00000000e+10,-2.12263384e-01,-1.95282167e-01,nan,nan,32,2.12356892e+01,0
8691,543,3,1,0,1.16666667e+00,5.00000000e+10,-1.89202248e-01,-1.69828352e-01,nan,nan,32,2.12356892e+01,0
8692,543,4,1,0,1.16666667e+00,5.00000000e+10,-1.65381173e-01,-1.44035984e-01,-1.00000000e+00,-8.55964016e-01,33,2.19683636e+01,0
8693,543,5,1,0,1.16666667e+00,5.00000000e+10,-1.40779071e-01,-1.17792057e-01,nan,nan,33,2.19683636e+01,0
8694,543,6,1,0,1.16666667e+00,5.00000000e+10,-1.15394944e-01,-9.09840917e-02,nan,nan,33,2.19683636e+01,0
8695,543,7,1,0,1.16666667e+00,5.00000000e+10,-8.92630595e-02,-6.35264883e-02,nan,nan,33,2.19683636e+01,0
8696,543,8,1,0,1.16666667e+00,5.00000000e+10,-6.24660666e-02,-3.53852345e-02,nan,nan,33,2.19683636e+01,0
8697,543,9,1,0,1.16666667e+00,5.00000000e+10,-3.51448910e-02,-6.59884082e-03,nan,nan,33,2.19683636e+01,0
8698,543,10,1,0,1.16666667e+00,5.00000000e+10,-7.50451323e-03,2.27061510e-02,nan,nan,33,2.19683636e+01,0
8699,543,11,1,0,1.16666667e+00,5.00000000e+10,2.01850190e-02,5.23063388e-02,nan,nan,33,2.19683636e+01,0
8700,543,12,1,0,1.16666667e+00,5.00000000e+10,4.75926435e-02,8.18801123e-02,nan,nan,33,2.19683636e+01,0
8701,543,13,1,0,1.16666667e+00,5.00000000e+10,7.43353281e-02,1.11014099e-01,nan,nan,33,2.19683636e+01,0
8702,543,14,1,0,1.16666667e+00,5.00000000e+10,9.99916597e-02,1.39217183e-01,nan,nan,33,2.19683636e+01,0
8703,543,15,1,0,1.16666667e+00,5.00000000e+10,1.24119174e-01,1.65941342e-01,nan,nan,33,2.19683636e+01,0
8704,544,0,1,0,1.16666667e+00,5.00000000e+10,1.46300513e-01,1.90611790e-01,nan,nan,33,2.19683636e+01,0
8705,544,1,1,0,1.16666667e+00,5.00000000e+10,1.66088214e-01,2.12657336e-01,nan,nan,33,2.19683636e+01,0
8706,544,2,1,0,1.16666667e+00,5.00000000e+10,1.83097525e-01,2.31533137e-01,nan,nan,33,2.19683636e+01,0
8707,544,3,1,0,1.16666667e+00,5.00000000e+10,1.97004338e-01,2.46749667e-01,nan,nan,33,2.19683636e+01,0
8708,544,4,1,0,1.16666667e+00,5.00000000e+10,2.07561837e-01,2.57906396e-01,0.00000000e+00,-2.57906396e-01,34,2.20348793e+01,0
8709,544,5,1,0,1.16666667e+00,5.00000000e+10,2.14612868e-01,2.64718472e-01,nan,nan,34,2.20348793e+01,0
8710,544,6,1,0,1.16666667e+00,5.00000000e+10,2.18097113e-01,2.67035113e-01,nan,nan,34,2.20348793e+01,0
8711,544,7,1,0,1.16666667e+00,5.00000000e+10,2.18052523e-01,2.64849017e-01,nan,nan,34,2.20348793e+01,0
8712,544,8,1,0,1.16666667e+00,5.00000000e+10,2.14610837e-01,2.58296522e-01,nan,nan,34,2.20348793e+01,0
8713,544,9,1,0,1.16666667e+00,5.00000000e+10,2.07987544e-01,2.47648697e-01,nan,nan,34,2.20348793e+01,0
8714,544,10,1,0,1.16666667e+00,5.00000000e+10,1.98466953e-01,2.33294024e-01,nan,nan,34,2.20348793e+01,0
8715,544,11,1,0,1.16666667e+00,5.00000000e+10,1.86383521e-01,2.15713906e-01,nan,nan,34,2.20348793e+01,0
8716,544,12,1,0,1.16666667e+00,5.00000000e+10,1.72100771e-01,1.95452721e-01,nan,nan,34,2.20348793e+01,0
8717,544,13,1,0,1.16666667e+00,5.00000000e+10,1.55989390e-01,1.73084561e-01,nan,nan,34,2.20348793e+01,0
8718,544,14,1,0,1.16666667e+00,5.00000000e+10,1.38361076e-01,1.49172582e-01,nan,nan,34,2.20348793e+01,0
8719,544,15,1,0,1.16666667e+00,5.00000000e+10,1.19588996e-01,1.24237284e-01,nan,nan,34,2.20348793e+01,0
8720,545,0,1,0,1.16666667e+00,5.00000000e+10,9.99230759e-02,9.87403700e-02,nan,nan,34,2.20348793e+01,0
8721,545,1,1,0,1.16666667e+00,5.00000000e+10,7.96050610e-02,7.30633783e-02,nan,nan,34,2.20348793e+01,0
8722,545,2,1,0,1.16666667e+00,5.00000000e+10,5.87917947e-02,4.74909867e-02,nan,nan,34,2.20348793e+01,0
8723,545,3,1,0,1.16666667e+00,5.00000000e+10,3.75773300e-02,2.22029299e-02,nan,nan,34,2.20348793e+01,0
8724,545,4,1,0,1.16666667e+00,5.00000000e+10,1.59986546e-02,-2.72877737e-03,1.00000000e+00,1.00272878e+00,35,2.30403443e+01,0
8725,545,5,1,0,1.16666667e+00,5.00000000e+10,-5.95388090e-03,-2.73303512e-02,nan,nan,35,2.30403443e+01,0
8726,545,6,1,0,1.16666667e+00,5.00000000e+10,-2.83224615e-02,-5.17074863e-02,nan,nan,35,2.30403443e+01,0
8727,545,7,1,0,1.16666667e+00,5.00000000e+10,-5.11653539e-02,-7.60203136e-02,nan,nan,35,2.30403443e+01,0
8728,545,8,1,0,1.16666667e+00,5.00000000e+10,-7.45395922e-02,-1.00454880e-01,nan,nan,35,2.30403443e+01,0
8729,545,9,1,0,1.16666667e+00,5.00000000e+10,-9.84843446e-02,-1.25193791e-01,nan,nan,35,2.30403443e+01,0
8730,545,10,1,0,1.16666667e+00,5.00000000e+10,-1.23006410e-01,-1.50388494e-01,nan,nan,35,2.30403443e+01,0
8731,545,11,1,0,1.16666667e+00,5.00000000e+10,-1.48069086e-01,-1.76135409e-01,nan,nan,35,2.30403443e+01,0
8732,545,12,1,0,1.16666667e+00,5.00000000e+10,-1.73585324e-01,-2.02457801e-01,nan,nan,35,2.30403443e+01,0
8733,545,13,1,0,1.16666667e+00,5.00000000e+10,-1.99415686e-01,-2.29294762e-01,nan,nan,35,2.30403443e+01,0
8734,545,14,1,0,1.16666667e+00,5.00000000e+10,-2.25371191e-01,-2.56498084e-01,nan,nan,35,2.30403443e+01,0
8735,545,15,1,0,1.16666667e+00,5.00000000e+10,-2.51220663e-01,-2.83837110e-01,nan,nan,35,2.30403443e+01,0
8736,546,0,1,0,1.16666667e+00,5.00000000e+10,-2.76727995e-01,-3.11014744e-01,nan,nan,35,2.30403443e+01,0
